gender,age,country,sim_spent,day
M,24,Spain,9.83,wednesday
M,28,Mexico,11.85,tuesday
M,30,Spain,7.53,monday
M,27,Peru,11.61,wednesday
M,28,Mexico,8.69,friday
M,28,Colombia,10.75,friday
F,35,Colombia,8.21,friday
M,31,Mexico,7.04,tuesday
F,32,Spain,10.8,thursday
M,28,Peru,8.94,monday
F,39,Spain,10.14,wednesday
F,31,Mexico,11.64,tuesday
M,30,Spain,15.01,thursday
F,44,Peru,5.38,thursday
M,29,Mexico,9.5,friday
M,31,Colombia,9.49,friday
F,34,Spain,10.39,friday
F,32,Mexico,11.65,tuesday
F,29,Spain,11.77,thursday
F,31,Spain,10.16,friday
F,35,Colombia,10.05,monday
M,36,Colombia,10.36,thursday
F,29,Mexico,8.95,tuesday
M,36,Peru,7.52,friday
M,34,Peru,8.99,wednesday
F,33,Spain,11.24,tuesday
M,36,Peru,11.61,monday
M,28,Spain,8.23,thursday
M,28,Spain,6.94,tuesday
M,31,Peru,12.51,monday
M,26,Mexico,12.43,friday
M,36,Spain,11.62,wednesday
M,31,Peru,11.55,tuesday
F,29,Colombia,10.85,friday
M,34,Mexico,9.99,wednesday
M,33,Mexico,8.43,monday
M,33,Colombia,9.16,tuesday
M,32,Peru,12.2,friday
M,33,Peru,9.89,tuesday
F,32,Mexico,9.09,tuesday
M,30,Colombia,10.22,thursday
F,35,Mexico,11.89,wednesday
F,35,Peru,11.54,tuesday
M,35,Spain,8.79,thursday
M,26,Peru,9.13,wednesday
F,33,Peru,6.54,thursday
F,35,Mexico,10.98,friday
F,28,Peru,9.86,tuesday
M,30,Mexico,7.76,thursday
M,36,Spain,6.23,wednesday
F,37,Spain,9.23,wednesday
F,26,Colombia,11.03,friday
M,29,Colombia,6.43,friday
M,23,Peru,8.88,thursday
M,29,Spain,11.25,wednesday
F,32,Peru,6.75,wednesday
M,30,Colombia,12.72,tuesday
F,33,Mexico,9.9,friday
F,26,Colombia,9.17,monday
M,37,Colombia,7.98,thursday
M,28,Peru,10.7,friday
F,36,Mexico,6.52,monday
F,28,Peru,11.17,wednesday
M,29,Spain,11.78,thursday
F,33,Mexico,9.26,friday
M,32,Peru,8.01,monday
M,29,Colombia,10.06,thursday
M,33,Peru,10.57,friday
M,37,Peru,11.93,wednesday
M,29,Peru,12.48,thursday
M,31,Peru,8.91,friday
F,30,Mexico,5.52,monday
F,29,Mexico,11.03,thursday
M,26,Peru,11.44,friday
F,27,Spain,11.86,friday
F,30,Mexico,10.5,wednesday
M,32,Spain,9.18,tuesday
M,33,Mexico,13.18,thursday
M,30,Peru,8.17,wednesday
M,30,Peru,12.06,wednesday
F,28,Colombia,10.25,thursday
M,31,Colombia,7.74,monday
F,30,Mexico,13.2,friday
F,28,Spain,4.37,monday
F,28,Colombia,8.9,wednesday
M,33,Peru,7.81,tuesday
F,30,Spain,9.96,tuesday
M,31,Mexico,13.18,wednesday
F,23,Colombia,12.83,thursday
F,30,Spain,11.58,wednesday
M,36,Peru,8.6,friday
M,34,Mexico,9.43,monday
F,26,Mexico,11.32,friday
F,33,Spain,9.88,wednesday
F,29,Peru,8.79,monday
F,34,Spain,13.19,friday
M,30,Mexico,12.89,wednesday
F,28,Mexico,8.95,wednesday
M,31,Colombia,10.75,friday
M,27,Peru,11.18,friday
F,23,Colombia,9.61,thursday
F,26,Colombia,8.83,wednesday
F,32,Peru,10.22,wednesday
F,37,Peru,10.97,wednesday
F,34,Spain,10.77,wednesday
M,30,Colombia,12.05,friday
M,32,Colombia,9.01,monday
F,27,Peru,9.88,friday
M,24,Spain,10.57,wednesday
M,29,Spain,10.28,thursday
M,30,Colombia,6.59,friday
F,40,Peru,7.46,wednesday
F,31,Mexico,13.97,wednesday
F,26,Mexico,10.54,friday
F,29,Spain,8.62,tuesday
M,30,Colombia,14.93,tuesday
M,28,Peru,12.1,monday
M,30,Peru,9.27,friday
F,35,Peru,12.14,tuesday
M,31,Colombia,10.98,monday
F,33,Colombia,8.46,tuesday
M,32,Peru,10.11,monday
M,28,Mexico,12.33,tuesday
M,36,Mexico,8.82,monday
F,33,Colombia,11.31,tuesday
M,31,Spain,11.11,friday
M,27,Peru,9.33,monday
F,32,Colombia,12.75,tuesday
M,28,Colombia,10.39,thursday
F,32,Colombia,10.85,tuesday
F,32,Peru,8.48,thursday
F,28,Peru,12.25,friday
F,22,Spain,12.55,thursday
M,27,Spain,10.46,thursday
M,25,Mexico,6.86,wednesday
M,33,Mexico,11.72,monday
M,30,Mexico,11.95,thursday
M,38,Colombia,7.44,thursday
F,26,Colombia,7.71,thursday
F,26,Peru,13.98,tuesday
M,29,Colombia,6.29,tuesday
F,26,Colombia,14.56,friday
M,36,Spain,8.76,friday
M,31,Colombia,10.24,thursday
M,34,Colombia,9.23,friday
M,29,Spain,8.75,thursday
M,30,Spain,10.38,tuesday
M,31,Spain,7.81,tuesday
F,31,Mexico,11.48,tuesday
M,28,Peru,9.09,wednesday
M,28,Peru,11.44,tuesday
M,28,Peru,9.32,thursday
F,28,Colombia,6.24,thursday
F,30,Spain,11.27,thursday
F,27,Mexico,9.56,friday
M,36,Mexico,8.73,monday
F,33,Spain,8.8,wednesday
F,30,Peru,8.39,monday
F,30,Spain,11.88,monday
M,30,Peru,7.05,tuesday
M,32,Colombia,8.91,wednesday
M,32,Mexico,8.91,wednesday
F,27,Colombia,9.98,wednesday
M,30,Colombia,10.02,wednesday
F,27,Mexico,5.84,monday
M,26,Colombia,10.17,monday
F,28,Colombia,11.68,thursday
F,28,Colombia,14.36,tuesday
M,31,Peru,12.51,wednesday
M,27,Spain,8.29,tuesday
F,32,Spain,12.42,monday
F,24,Peru,11.52,monday
M,33,Mexico,11.39,monday
M,32,Colombia,8.04,monday
F,30,Spain,14.52,tuesday
M,28,Peru,8.73,thursday
F,28,Spain,8.93,friday
M,33,Peru,12.4,thursday
M,25,Spain,10.08,tuesday
M,33,Peru,9.24,tuesday
F,30,Mexico,6.92,tuesday
M,30,Peru,11.75,wednesday
M,29,Mexico,9.92,wednesday
M,32,Spain,8.69,friday
F,35,Mexico,7.91,friday
M,33,Mexico,8.77,wednesday
F,33,Spain,12.99,wednesday
F,26,Colombia,11.08,friday
F,27,Mexico,10.31,thursday
F,37,Mexico,9.39,friday
M,36,Colombia,8.42,monday
F,33,Colombia,11.61,wednesday
M,31,Spain,6.6,wednesday
F,26,Mexico,8.38,thursday
M,28,Spain,8.55,wednesday
F,32,Colombia,11.76,monday
F,28,Peru,10.4,wednesday
F,28,Mexico,11.75,friday
M,31,Mexico,11.63,thursday
M,33,Colombia,7.67,friday
M,27,Mexico,7.56,friday
M,23,Peru,6.26,wednesday
F,27,Spain,10.85,wednesday
M,27,Colombia,10.37,wednesday
M,25,Spain,9.37,friday
M,35,Colombia,9.44,friday
M,30,Colombia,9.07,tuesday
M,31,Spain,8.15,friday
F,28,Colombia,11.31,friday
M,32,Mexico,11.53,wednesday
M,23,Spain,9.53,tuesday
F,27,Colombia,11.15,thursday
M,32,Colombia,8.39,thursday
M,29,Spain,10.39,monday
F,30,Mexico,12.54,friday
M,26,Peru,9.73,friday
F,23,Spain,8.22,thursday
M,26,Spain,10.2,wednesday
F,29,Colombia,13.56,friday
M,32,Colombia,9.59,friday
M,36,Peru,9.64,tuesday
F,22,Peru,11.69,monday
M,33,Peru,12.29,wednesday
F,24,Colombia,8.41,monday
F,29,Spain,8.88,wednesday
M,26,Mexico,11.29,wednesday
F,32,Spain,10.91,wednesday
F,34,Spain,9.83,friday
F,35,Spain,10.23,wednesday
F,33,Peru,8.61,thursday
F,30,Spain,12.11,friday
F,29,Mexico,11.64,tuesday
F,30,Mexico,8.95,friday
F,34,Peru,11.05,friday
F,28,Mexico,7.59,tuesday
M,27,Peru,10.17,tuesday
M,26,Spain,11.2,monday
M,21,Colombia,9.91,friday
M,29,Mexico,9.26,tuesday
F,27,Colombia,9.83,friday
F,30,Colombia,11.73,monday
F,32,Spain,11.87,monday
F,23,Mexico,8.88,monday
M,31,Peru,9.21,wednesday
M,28,Mexico,9.11,friday
M,28,Peru,10.7,friday
M,25,Mexico,15.79,wednesday
M,29,Spain,7.87,thursday
F,30,Spain,11.13,thursday
M,39,Mexico,11.18,monday
F,29,Colombia,11.22,friday
F,29,Colombia,10.63,friday
M,26,Peru,11.33,wednesday
F,30,Peru,13.36,monday
F,29,Spain,8.64,wednesday
M,33,Mexico,10.98,friday
F,22,Peru,10.74,friday
M,31,Colombia,6.9,friday
F,31,Spain,9.8,tuesday
M,25,Spain,11.8,monday
F,28,Colombia,13.6,wednesday
M,29,Spain,12.06,thursday
F,32,Colombia,12.86,wednesday
M,29,Spain,10.48,thursday
F,30,Mexico,15.05,thursday
F,29,Colombia,8.48,tuesday
F,26,Colombia,8.87,thursday
M,28,Peru,9.87,wednesday
F,27,Mexico,8.81,tuesday
M,29,Mexico,15.88,monday
M,32,Peru,10.17,tuesday
M,32,Spain,7.91,thursday
F,32,Colombia,7.93,friday
F,34,Colombia,6.8,friday
F,38,Mexico,9.5,tuesday
M,27,Colombia,10.14,monday
F,27,Mexico,7.9,friday
F,29,Peru,13.93,monday
F,32,Spain,13.45,wednesday
M,35,Mexico,4.47,thursday
M,23,Peru,10.82,thursday
F,27,Peru,8.69,monday
M,29,Mexico,8.48,monday
F,33,Colombia,7.0,thursday
F,26,Peru,8.75,tuesday
F,30,Colombia,7.95,friday
M,37,Peru,9.64,monday
F,27,Mexico,10.48,monday
F,26,Colombia,13.18,thursday
M,37,Colombia,9.02,monday
M,28,Peru,11.15,wednesday
M,21,Spain,5.71,thursday
F,30,Mexico,10.65,thursday
M,33,Spain,11.32,tuesday
F,30,Peru,10.72,tuesday
F,35,Colombia,9.04,monday
F,30,Mexico,10.37,thursday
M,31,Colombia,11.28,wednesday
F,28,Mexico,12.19,tuesday
M,29,Peru,13.21,friday
M,33,Mexico,9.21,tuesday
F,35,Peru,11.44,monday
F,23,Spain,14.33,friday
F,26,Spain,10.58,monday
F,27,Colombia,12.99,thursday
F,36,Colombia,7.69,monday
M,28,Mexico,8.45,friday
M,33,Spain,7.48,tuesday
F,28,Colombia,9.68,tuesday
F,26,Mexico,9.28,monday
F,21,Colombia,10.88,monday
M,32,Colombia,11.65,friday
F,34,Spain,9.83,thursday
F,34,Mexico,9.13,friday
F,28,Mexico,10.72,monday
M,26,Mexico,14.85,wednesday
M,31,Peru,6.12,friday
M,29,Spain,12.55,wednesday
M,33,Peru,9.34,thursday
F,33,Peru,11.06,tuesday
F,31,Colombia,10.21,friday
M,28,Mexico,11.86,tuesday
M,31,Colombia,11.43,monday
F,32,Mexico,10.1,monday
F,27,Colombia,12.56,monday
M,36,Colombia,9.66,monday
M,32,Spain,10.71,thursday
F,26,Mexico,13.57,friday
F,28,Colombia,11.94,wednesday
F,29,Mexico,10.47,friday
F,25,Colombia,11.43,wednesday
M,25,Peru,5.2,friday
F,26,Mexico,12.64,tuesday
M,24,Colombia,10.49,thursday
M,36,Peru,12.19,tuesday
F,23,Colombia,7.87,wednesday
F,35,Mexico,10.21,wednesday
F,19,Spain,11.04,wednesday
M,31,Mexico,11.01,tuesday
F,27,Peru,8.05,thursday
F,33,Mexico,10.09,thursday
F,31,Colombia,10.12,thursday
M,24,Peru,15.25,friday
M,23,Spain,9.4,wednesday
F,24,Peru,10.66,monday
M,31,Mexico,6.28,wednesday
M,31,Mexico,4.58,wednesday
F,33,Spain,7.35,thursday
F,36,Colombia,12.36,friday
F,28,Mexico,14.29,monday
F,32,Spain,7.33,wednesday
F,36,Mexico,12.58,friday
M,26,Peru,11.2,thursday
F,32,Mexico,8.62,thursday
F,34,Colombia,9.01,monday
F,32,Spain,9.86,monday
F,30,Peru,9.86,friday
M,33,Colombia,10.13,thursday
F,31,Mexico,7.95,thursday
M,27,Mexico,11.98,friday
F,32,Spain,12.04,wednesday
M,30,Spain,9.02,wednesday
F,30,Spain,7.52,wednesday
F,29,Colombia,9.93,thursday
F,28,Mexico,8.58,thursday
M,25,Colombia,9.41,wednesday
M,35,Colombia,9.12,friday
M,28,Spain,8.42,monday
F,31,Mexico,7.33,wednesday
M,32,Mexico,8.28,monday
F,24,Mexico,9.37,tuesday
M,30,Peru,8.15,wednesday
M,27,Mexico,12.39,wednesday
M,31,Spain,7.48,tuesday
M,32,Mexico,11.78,friday
M,29,Mexico,8.58,wednesday
M,27,Peru,8.39,monday
M,30,Spain,10.6,wednesday
F,30,Peru,11.57,tuesday
F,25,Mexico,11.56,monday
M,30,Colombia,12.15,wednesday
M,36,Mexico,11.88,tuesday
M,25,Mexico,11.23,wednesday
M,28,Peru,9.88,thursday
F,25,Spain,12.04,wednesday
M,40,Colombia,7.32,monday
M,31,Spain,7.45,monday
M,33,Colombia,9.6,tuesday
M,29,Peru,9.55,monday
F,31,Spain,10.58,tuesday
M,30,Colombia,8.05,wednesday
M,35,Peru,10.11,thursday
M,27,Spain,6.64,tuesday
M,32,Colombia,9.19,tuesday
M,36,Colombia,11.41,monday
F,36,Colombia,9.3,monday
F,28,Peru,8.52,wednesday
F,37,Mexico,10.37,monday
M,32,Colombia,8.32,friday
M,38,Mexico,13.51,wednesday
M,29,Peru,10.02,friday
M,26,Mexico,12.77,friday
M,27,Spain,9.42,friday
F,27,Peru,10.11,wednesday
M,36,Spain,11.33,monday
F,26,Spain,10.41,friday
M,34,Spain,8.35,tuesday
F,29,Colombia,14.87,monday
F,29,Peru,13.3,monday
M,31,Mexico,10.61,tuesday
M,33,Spain,11.24,friday
F,31,Colombia,9.83,thursday
F,31,Colombia,10.27,tuesday
F,33,Colombia,7.72,tuesday
F,33,Colombia,8.33,tuesday
F,30,Spain,7.66,friday
F,28,Spain,9.32,friday
F,27,Spain,9.41,wednesday
F,29,Mexico,11.03,tuesday
F,28,Colombia,10.31,wednesday
F,38,Mexico,10.81,friday
F,30,Colombia,9.22,friday
M,35,Colombia,6.79,thursday
M,23,Spain,9.99,thursday
F,30,Colombia,8.38,thursday
F,28,Spain,9.74,monday
F,32,Mexico,10.15,tuesday
F,30,Mexico,12.39,tuesday
F,27,Spain,13.87,thursday
F,32,Mexico,12.63,thursday
F,38,Mexico,10.67,thursday
F,25,Mexico,9.78,friday
M,29,Mexico,8.66,monday
M,37,Peru,10.12,monday
M,34,Spain,6.84,friday
M,28,Peru,10.14,friday
M,26,Spain,10.75,monday
M,21,Peru,8.13,tuesday
M,30,Colombia,9.39,tuesday
F,27,Peru,11.02,friday
M,31,Mexico,9.25,tuesday
M,30,Spain,8.93,monday
F,33,Peru,10.1,friday
F,26,Spain,9.09,friday
M,30,Spain,10.73,thursday
F,32,Mexico,8.27,thursday
F,31,Peru,12.68,thursday
F,31,Colombia,9.69,wednesday
F,30,Colombia,11.39,tuesday
M,27,Mexico,10.7,tuesday
F,27,Colombia,12.0,thursday
F,25,Spain,10.24,wednesday
M,40,Mexico,8.59,friday
M,23,Colombia,9.27,friday
F,31,Peru,9.69,wednesday
F,36,Peru,14.3,friday
F,30,Mexico,8.54,friday
M,33,Peru,10.74,friday
M,25,Peru,7.87,tuesday
M,29,Spain,10.77,friday
M,31,Mexico,10.48,wednesday
F,37,Colombia,9.5,wednesday
F,37,Spain,8.33,friday
M,29,Spain,9.03,monday
F,26,Spain,11.25,tuesday
M,32,Mexico,11.76,thursday
F,32,Peru,9.81,friday
F,30,Peru,9.35,friday
M,31,Peru,10.81,friday
M,30,Peru,12.15,thursday
F,30,Peru,10.29,thursday
F,38,Colombia,9.68,friday
M,27,Spain,12.43,thursday
M,31,Mexico,12.9,monday
F,31,Colombia,8.66,wednesday
F,32,Colombia,10.57,monday
M,32,Mexico,10.51,wednesday
F,23,Spain,5.69,friday
M,35,Peru,9.52,tuesday
M,27,Peru,9.38,friday
F,33,Spain,12.89,friday
F,28,Peru,10.2,monday
M,34,Mexico,9.44,friday
F,20,Mexico,13.85,monday
F,30,Colombia,9.06,thursday
M,28,Mexico,12.0,tuesday
F,29,Colombia,10.28,tuesday
F,28,Colombia,12.14,wednesday
M,33,Peru,7.17,wednesday
M,32,Mexico,8.9,thursday
M,29,Colombia,9.93,monday
M,26,Colombia,8.4,wednesday
F,29,Spain,6.51,thursday
M,34,Colombia,10.89,monday
F,26,Mexico,14.25,friday
F,26,Mexico,10.11,thursday
M,33,Colombia,8.63,wednesday
M,27,Mexico,8.23,thursday
M,29,Mexico,12.35,wednesday
F,29,Spain,6.58,monday
F,30,Spain,7.6,tuesday
M,27,Colombia,11.01,monday
M,31,Peru,8.08,thursday
M,38,Mexico,9.69,friday
M,35,Peru,8.88,monday
F,25,Spain,8.76,tuesday
F,28,Peru,5.65,tuesday
M,26,Spain,13.19,wednesday
F,27,Spain,10.59,monday
F,29,Colombia,9.29,thursday
M,30,Spain,9.31,wednesday
F,31,Colombia,10.16,monday
M,30,Colombia,7.57,tuesday
M,26,Colombia,6.85,tuesday
M,24,Peru,7.58,monday
F,29,Spain,8.05,tuesday
M,22,Colombia,11.54,thursday
M,36,Colombia,9.8,wednesday
F,30,Colombia,14.26,tuesday
F,33,Mexico,11.5,wednesday
F,31,Mexico,13.79,monday
F,27,Spain,8.33,wednesday
F,29,Colombia,9.23,friday
M,33,Spain,7.79,wednesday
F,33,Mexico,5.06,monday
F,28,Mexico,10.43,wednesday
F,35,Mexico,11.18,thursday
F,29,Mexico,10.82,monday
M,19,Peru,10.71,friday
M,30,Peru,7.98,friday
F,28,Mexico,10.13,monday
F,35,Spain,13.09,wednesday
M,27,Spain,11.44,thursday
F,30,Colombia,11.44,thursday
M,31,Peru,9.9,friday
F,26,Peru,7.3,wednesday
F,22,Mexico,9.02,wednesday
F,32,Colombia,7.69,friday
F,28,Peru,10.18,tuesday
F,29,Peru,9.06,tuesday
M,32,Colombia,11.52,tuesday
M,37,Mexico,7.09,wednesday
F,34,Peru,14.58,friday
F,36,Peru,9.58,friday
M,24,Spain,10.23,friday
F,21,Spain,12.85,friday
F,29,Peru,12.31,tuesday
F,29,Spain,12.28,friday
F,31,Spain,10.65,monday
M,32,Mexico,9.88,tuesday
M,31,Mexico,12.55,wednesday
F,29,Peru,10.48,wednesday
M,33,Peru,8.94,friday
F,34,Colombia,11.61,friday
M,31,Spain,7.21,friday
M,23,Spain,11.29,tuesday
M,24,Spain,11.8,thursday
M,27,Colombia,9.44,wednesday
F,33,Peru,7.79,wednesday
F,28,Peru,12.27,thursday
M,29,Mexico,10.44,friday
M,27,Peru,10.26,thursday
F,28,Mexico,11.6,tuesday
M,32,Colombia,9.21,monday
F,28,Spain,12.57,wednesday
M,34,Spain,8.03,thursday
M,33,Peru,11.4,thursday
F,31,Spain,5.58,monday
M,30,Mexico,14.61,friday
M,31,Peru,12.51,friday
F,31,Peru,10.54,tuesday
M,32,Mexico,8.23,tuesday
M,38,Colombia,11.09,monday
M,25,Peru,10.9,wednesday
F,31,Mexico,11.85,monday
F,31,Spain,7.53,tuesday
F,26,Spain,10.61,wednesday
M,32,Spain,11.49,tuesday
F,31,Mexico,13.85,thursday
F,27,Spain,10.1,tuesday
M,36,Mexico,11.77,wednesday
F,23,Mexico,10.3,tuesday
M,26,Colombia,8.44,thursday
F,30,Mexico,9.87,thursday
M,29,Colombia,11.18,monday
M,34,Mexico,12.06,wednesday
F,27,Mexico,14.55,monday
M,22,Colombia,9.78,friday
F,25,Peru,10.91,tuesday
F,28,Peru,10.46,friday
M,31,Colombia,9.15,thursday
M,26,Peru,9.64,wednesday
F,32,Mexico,8.15,tuesday
M,29,Spain,11.0,thursday
F,34,Peru,9.54,friday
F,31,Peru,12.03,tuesday
M,38,Peru,10.56,friday
M,35,Peru,10.31,monday
F,24,Peru,10.13,friday
M,34,Mexico,11.15,monday
M,27,Colombia,12.07,tuesday
M,28,Spain,10.4,friday
M,25,Colombia,7.73,monday
M,38,Mexico,9.47,wednesday
M,28,Peru,11.6,wednesday
F,32,Mexico,11.03,friday
M,28,Colombia,12.55,wednesday
M,26,Spain,11.09,thursday
M,27,Mexico,6.94,monday
F,35,Peru,7.98,monday
F,30,Spain,8.03,friday
F,29,Mexico,9.8,tuesday
M,28,Peru,12.2,tuesday
M,27,Mexico,12.1,friday
M,32,Colombia,11.36,wednesday
F,30,Peru,10.69,monday
M,31,Peru,11.72,tuesday
M,28,Colombia,11.39,wednesday
M,30,Spain,6.06,friday
M,34,Peru,8.58,wednesday
M,23,Spain,8.57,tuesday
F,34,Colombia,11.36,monday
M,35,Spain,8.52,wednesday
F,34,Peru,10.14,tuesday
F,27,Spain,7.75,wednesday
F,23,Mexico,8.1,monday
F,25,Peru,13.79,friday
M,31,Spain,7.47,tuesday
F,22,Mexico,9.71,wednesday
M,31,Spain,12.35,monday
F,31,Colombia,9.94,tuesday
M,28,Peru,9.61,thursday
F,24,Colombia,11.56,thursday
M,28,Spain,13.15,monday
F,26,Mexico,10.75,tuesday
F,29,Mexico,7.69,thursday
M,35,Mexico,11.17,tuesday
F,31,Mexico,11.03,wednesday
M,33,Peru,7.38,wednesday
F,26,Spain,7.19,monday
F,30,Spain,8.8,tuesday
M,31,Colombia,9.19,tuesday
M,31,Spain,9.77,wednesday
F,31,Spain,9.32,wednesday
M,34,Peru,9.97,thursday
M,37,Colombia,10.22,wednesday
M,28,Spain,12.99,thursday
F,34,Peru,9.07,monday
F,29,Spain,11.82,thursday
F,32,Mexico,9.91,wednesday
M,29,Spain,11.76,friday
M,30,Spain,9.04,wednesday
F,28,Colombia,12.04,friday
F,30,Peru,10.99,tuesday
F,26,Mexico,6.64,friday
M,30,Peru,12.2,monday
F,28,Spain,7.98,wednesday
F,28,Spain,7.46,wednesday
M,34,Peru,12.61,wednesday
M,29,Colombia,8.79,thursday
F,23,Mexico,6.27,friday
F,27,Spain,10.46,friday
M,31,Spain,12.22,monday
F,21,Spain,6.64,tuesday
F,21,Colombia,12.68,tuesday
M,28,Spain,8.36,wednesday
F,25,Mexico,9.78,tuesday
M,26,Peru,6.82,tuesday
F,36,Mexico,10.02,friday
M,30,Peru,11.12,monday
F,31,Colombia,14.49,friday
F,36,Peru,10.91,friday
M,30,Peru,6.96,tuesday
M,33,Peru,10.42,friday
F,31,Mexico,10.25,friday
M,33,Peru,10.66,tuesday
F,33,Colombia,12.01,thursday
M,25,Spain,8.17,wednesday
F,33,Mexico,10.36,wednesday
F,26,Colombia,6.9,thursday
F,29,Peru,7.4,wednesday
F,32,Peru,11.06,monday
F,40,Peru,9.78,tuesday
F,32,Colombia,11.71,friday
M,35,Spain,10.12,monday
M,30,Mexico,12.36,tuesday
F,35,Colombia,9.14,wednesday
F,26,Peru,12.14,thursday
M,32,Colombia,8.4,tuesday
F,23,Colombia,11.55,wednesday
F,26,Peru,7.77,friday
F,27,Peru,12.99,thursday
F,30,Spain,9.72,thursday
F,25,Mexico,8.01,tuesday
M,27,Colombia,8.16,thursday
F,29,Spain,9.48,thursday
F,24,Mexico,14.19,friday
M,30,Spain,6.88,thursday
M,26,Mexico,8.09,tuesday
M,33,Mexico,11.34,monday
M,34,Peru,11.03,friday
F,29,Colombia,12.01,monday
M,32,Spain,11.94,friday
M,26,Colombia,9.22,thursday
M,33,Colombia,5.41,friday
M,37,Colombia,6.32,thursday
F,26,Colombia,14.18,monday
M,26,Colombia,10.53,monday
M,28,Peru,10.18,tuesday
M,30,Mexico,10.39,wednesday
M,27,Mexico,7.06,wednesday
F,32,Mexico,8.85,friday
M,32,Mexico,9.89,thursday
M,29,Colombia,7.71,tuesday
M,32,Spain,10.11,tuesday
F,29,Peru,7.28,monday
F,36,Spain,11.04,friday
F,31,Peru,10.5,monday
F,21,Colombia,8.93,wednesday
M,33,Spain,6.76,tuesday
F,32,Peru,10.74,tuesday
M,35,Spain,12.53,tuesday
M,28,Peru,6.82,wednesday
F,25,Mexico,10.64,tuesday
F,32,Mexico,8.99,monday
M,26,Mexico,11.12,wednesday
F,32,Spain,9.29,wednesday
F,38,Colombia,7.97,tuesday
F,21,Spain,5.42,wednesday
M,30,Spain,9.32,tuesday
F,28,Spain,10.02,wednesday
F,26,Mexico,12.41,thursday
M,28,Spain,9.82,monday
F,27,Peru,7.24,thursday
M,32,Spain,15.53,wednesday
M,28,Colombia,8.84,thursday
M,29,Peru,9.46,monday
F,31,Spain,8.14,wednesday
F,34,Colombia,6.56,monday
M,23,Mexico,10.96,wednesday
F,31,Peru,5.06,friday
M,34,Colombia,8.36,tuesday
F,32,Mexico,13.28,thursday
M,29,Mexico,7.14,monday
F,36,Spain,10.24,friday
M,32,Spain,9.99,tuesday
M,39,Mexico,9.49,thursday
F,31,Colombia,6.97,monday
M,29,Mexico,7.89,thursday
M,24,Colombia,10.62,tuesday
M,31,Mexico,10.6,wednesday
F,28,Peru,13.33,friday
F,26,Spain,10.3,monday
M,21,Peru,6.52,monday
M,31,Colombia,10.93,friday
F,29,Peru,7.67,tuesday
M,33,Colombia,14.37,wednesday
M,27,Peru,10.5,wednesday
F,26,Colombia,11.13,friday
M,23,Spain,11.42,wednesday
F,30,Spain,10.8,tuesday
M,29,Peru,11.76,wednesday
F,31,Peru,9.01,wednesday
F,35,Mexico,13.56,friday
M,30,Colombia,9.74,monday
M,36,Spain,6.73,tuesday
M,30,Spain,9.49,thursday
F,33,Peru,10.83,monday
M,24,Peru,11.59,thursday
M,34,Colombia,10.84,thursday
M,32,Spain,8.4,monday
M,32,Spain,15.52,thursday
F,37,Mexico,9.05,friday
M,29,Mexico,12.24,monday
M,32,Colombia,13.12,monday
M,32,Colombia,10.68,monday
F,32,Peru,9.63,friday
F,33,Peru,9.31,monday
M,27,Spain,8.63,friday
F,32,Mexico,9.56,monday
F,31,Mexico,13.26,thursday
M,29,Mexico,7.71,monday
F,39,Colombia,9.92,wednesday
F,25,Spain,8.3,friday
M,35,Mexico,9.59,tuesday
M,27,Colombia,10.39,tuesday
M,23,Mexico,10.3,monday
M,29,Mexico,12.67,wednesday
M,26,Mexico,10.72,friday
M,30,Mexico,10.33,friday
M,33,Spain,8.32,tuesday
F,32,Peru,7.48,friday
F,39,Colombia,9.89,monday
F,36,Colombia,10.22,tuesday
M,28,Mexico,11.78,thursday
M,29,Peru,7.57,friday
M,31,Spain,9.13,tuesday
F,28,Spain,9.14,monday
F,26,Spain,8.6,friday
F,31,Mexico,11.15,tuesday
M,32,Spain,11.44,monday
F,29,Peru,8.87,wednesday
M,31,Colombia,8.7,wednesday
F,27,Spain,9.86,wednesday
M,28,Peru,12.51,tuesday
M,25,Spain,10.72,thursday
F,28,Spain,9.08,friday
M,30,Colombia,10.27,tuesday
M,24,Colombia,8.59,wednesday
M,31,Spain,10.56,thursday
F,32,Spain,8.83,thursday
F,29,Spain,7.22,friday
F,33,Colombia,11.16,friday
F,30,Peru,9.59,monday
M,21,Spain,7.21,thursday
M,29,Peru,10.2,tuesday
F,30,Spain,9.45,tuesday
F,27,Colombia,7.52,thursday
F,33,Mexico,8.39,monday
M,29,Spain,5.75,thursday
M,34,Spain,10.5,tuesday
M,37,Peru,8.52,thursday
F,31,Mexico,8.81,monday
F,25,Mexico,9.27,monday
F,33,Spain,11.47,wednesday
M,35,Spain,11.86,wednesday
M,33,Mexico,8.1,wednesday
M,33,Mexico,11.39,monday
M,30,Mexico,9.82,tuesday
F,37,Colombia,9.31,wednesday
F,33,Spain,12.28,thursday
F,28,Spain,10.53,monday
F,33,Mexico,14.04,friday
M,33,Mexico,9.01,tuesday
M,24,Colombia,10.06,wednesday
M,33,Mexico,9.63,wednesday
F,38,Colombia,11.93,friday
F,28,Colombia,10.22,friday
F,39,Spain,8.07,monday
F,36,Peru,11.1,monday
F,25,Mexico,8.21,monday
F,29,Spain,8.27,monday
F,35,Colombia,14.42,thursday
M,27,Peru,6.71,monday
M,26,Colombia,10.7,wednesday
M,28,Colombia,11.04,friday
M,27,Mexico,7.31,monday
